物品,成交量,最低價,中位價,最高價,價格變化,日期
上衣體力卷軸10%卷軸,171,25000,40000,60000,+0.30%,2025-06-05
手套敏捷性卷軸10%卷軸,168,28000,40000,55000,-3.80%,2025-06-05
飄雪結晶商城道具,161,56000,60000,61000,+1.34%,2025-06-05
弓攻擊卷軸10%卷軸,160,130000,200000,230000,-7.76%,2025-06-05
枯木樹液消耗品,160,23000,30000,32000,+1.68%,2025-06-05
食人花的花蜜其他,155,750000,850000,950000,-1.08%,2025-06-05
神秘背包商城道具,154,730000,800000,840000,+1.69%,2025-06-05
單手棍命中卷軸60%卷軸,151,14000,30000,50000,-9.88%,2025-06-05
套服幸運卷軸60%卷軸,145,3350000,3500000,3750000,-0.27%,2025-06-05
槍命中卷軸10%卷軸,145,7500,10000,17000,-10.05%,2025-06-05
盾牌力量卷軸60%卷軸,143,99000,140000,160000,+4.24%,2025-06-05
矛攻擊卷軸60%卷軸,142,8888,25000,45000,+6.94%,2025-06-05
披風敏捷性卷軸100%卷軸,137,230000,300000,320000,+1.75%,2025-06-05
套服幸運卷軸100%卷軸,136,1200000,1400000,1600000,-0.22%,2025-06-05
雙手劍攻擊卷軸60%卷軸,136,35000,48500,55000,+2.39%,2025-06-05
套服智力卷軸60%卷軸,131,4500000,5000000,5900000,-1.03%,2025-06-05
矛命中卷軸60%卷軸,128,40000,70000,120000,-15.55%,2025-06-05
頭盔體力卷軸10%卷軸,125,25000,50000,60000,+2.14%,2025-06-05
盾牌幸運卷軸10%卷軸,118,420000,500000,530000,+1.75%,2025-06-05
酋長的地契其他,115,220000,280000,333333,+0.47%,2025-06-05
披風幸運卷軸100%卷軸,110,250000,350000,400000,+3.33%,2025-06-05
高級瞬移之石商城道具,109,110000,120000,130000,+3.50%,2025-06-05
披風力量卷軸100%卷軸,105,120000,150000,200000,-12.03%,2025-06-05
金飛鏢裝備,104,650000,960000,1300000,-17.22%,2025-06-05
上衣體力卷軸60%卷軸,102,249999,295000,320000,-5.79%,2025-06-05
手槍攻擊力卷軸10%卷軸,100,150000,200000,310000,+14.46%,2025-06-05
肥肥頭其他,99,20000,30000,40000,-3.46%,2025-06-05
詛咒娃娃其他,99,75,100,170,+0.27%,2025-06-05
長杖魔力卷軸10%卷軸,98,250000,300000,350000,+9.97%,2025-06-05
耳飾體力卷軸10%卷軸,97,90000,120000,180000,-4.77%,2025-06-05
盾牌生命卷軸10%卷軸,96,220000,280000,330000,-3.07%,2025-06-05
盾牌生命卷軸60%卷軸,95,749999,800000,880000,-0.90%,2025-06-05
鞋子敏捷性卷軸10%卷軸,93,34888,45000,55000,-5.12%,2025-06-05
下衣體力卷軸60%卷軸,88,369999,420000,480000,-1.61%,2025-06-05
披風智力卷軸100%卷軸,87,85000,100000,100000,-0.84%,2025-06-05
套服智力卷軸100%卷軸,86,1750000,2000000,2200000,+4.15%,2025-06-05
鞋子移動速度卷軸60%卷軸,81,25000,30000,45000,-5.36%,2025-06-05
土飛鏢裝備,75,6900000,7500000,8500000,-6.62%,2025-06-05
指虎攻擊卷軸10%卷軸,72,7000,10000,10000,+2.37%,2025-06-05
耳環生命卷軸60%卷軸,69,150000,250000,329999,+1.69%,2025-06-05
馬堤安的觸角其他,69,250,400,600,+9.69%,2025-06-05
黑暗水晶其他,69,310000,500000,700000,-12.03%,2025-06-05
短杖魔力卷軸10%卷軸,66,210000,350000,450000,+10.87%,2025-06-05
耳飾敏捷卷軸100%卷軸,65,3000000,3800000,4500000,-4.25%,2025-06-05
上衣力量卷軸60%卷軸,64,1380000,1700000,1800000,+3.20%,2025-06-05
單手劍攻擊卷軸10%卷軸,63,8000,25000,40000,-3.83%,2025-06-05
單手棍命中卷軸10%卷軸,60,3500,10000,13000,+6.14%,2025-06-05
黑暗母礦其他,59,25000,30000,40000,-12.68%,2025-06-05
盾牌防禦卷軸60%卷軸,57,2000,7000,10000,-8.93%,2025-06-05
單手棍攻擊卷軸60%卷軸,56,2000,10000,20000,+8.19%,2025-06-05
雙手斧攻擊卷軸60%卷軸,55,5000,20000,40000,-12.46%,2025-06-05
頭盔防禦卷軸60%卷軸,55,1000,6000,15000,+1.13%,2025-06-05
盾牌生命卷軸100%卷軸,52,99999,200000,300000,+30.84%,2025-06-05
褲裙跳躍卷軸60%卷軸,51,30000,40000,50000,+3.99%,2025-06-05
套服幸運卷軸10%卷軸,50,840000,1100000,1500000,+22.64%,2025-06-05
套服智力卷軸10%卷軸,50,1100000,1500000,2000000,+21.27%,2025-06-05
頭盔敏捷性卷軸60%卷軸,50,4000000,7000000,8000000,+16.11%,2025-06-05
指虎命中卷軸60%卷軸,49,15000,25000,35000,+11.45%,2025-06-05
槍攻擊卷軸10%卷軸,49,35000,49999,55000,+0.32%,2025-06-05
手套攻擊卷軸60%卷軸,1007,1450000,1600000,1650000,+0.28%,2025-06-06
拳套攻擊卷軸60%卷軸,896,350000,450000,550000,+3.86%,2025-06-06
手槍攻擊力卷軸60%卷軸,772,188888,250000,320000,+4.34%,2025-06-06
短杖魔力卷軸60%卷軸,759,169999,250000,300000,+1.17%,2025-06-06
盾牌幸運卷軸60%卷軸,729,1250000,1350000,1450000,-1.59%,2025-06-06
耳飾幸運卷軸10%卷軸,658,175000,230000,270000,+3.36%,2025-06-06
披風幸運卷軸60%卷軸,649,1100000,1200000,1300000,+1.39%,2025-06-06
短劍攻擊卷軸60%卷軸,599,550000,600000,680000,+1.00%,2025-06-06
披風敏捷性卷軸60%卷軸,598,1480000,1600000,1759999,+1.33%,2025-06-06
長杖魔力卷軸60%卷軸,570,220000,300000,380000,+4.25%,2025-06-06
頭盔智力卷軸100%卷軸,549,190000,250000,300000,-1.95%,2025-06-06
套服敏捷卷軸60%卷軸,546,749998,900000,1000001,+5.51%,2025-06-06
披風智力卷軸60%卷軸,538,450000,550000,650000,+0.70%,2025-06-06
弓攻擊卷軸60%卷軸,525,180000,200000,260000,-1.27%,2025-06-06
槍命中卷軸60%卷軸,509,77777,130000,170000,+3.93%,2025-06-06
鞋子跳躍卷軸10%卷軸,481,179999,210000,270000,+0.65%,2025-06-06
雙手劍命中卷軸60%卷軸,466,30000,70000,110000,-8.39%,2025-06-06
耳環智力卷軸60%卷軸,430,810000,900000,970000,+0.42%,2025-06-06
耳飾幸運卷軸100%卷軸,419,450000,550000,650000,-4.98%,2025-06-06
頭盔敏捷性卷軸100%卷軸,418,390000,400000,440000,+0.07%,2025-06-06
拳套攻擊卷軸10%卷軸,404,410000,480000,530000,-1.46%,2025-06-06
披風力量卷軸60%卷軸,401,710000,930000,1000000,-0.02%,2025-06-06
鞋子跳躍卷軸60%卷軸,360,540000,660000,780000,+2.46%,2025-06-06
上衣幸運卷軸100%卷軸,351,319999,400000,450000,-2.76%,2025-06-06
套服敏捷卷軸10%卷軸,346,220000,300000,380000,+4.80%,2025-06-06
頭盔體力卷軸60%卷軸,333,299999,399999,430000,+4.46%,2025-06-06
弩攻擊卷軸60%卷軸,329,32000,45000,55555,+3.57%,2025-06-06
槍攻擊卷軸60%卷軸,327,89999,100000,130000,+1.50%,2025-06-06
指虎攻擊卷軸60%卷軸,301,10000,30000,50000,+7.12%,2025-06-06
手套攻擊卷軸10%卷軸,268,650000,777777,850000,+3.27%,2025-06-06
盾牌幸運卷軸100%卷軸,263,399999,450000,520000,-7.12%,2025-06-06
手套攻擊卷軸100%卷軸,255,410000,499999,530000,-2.53%,2025-06-06
手套敏捷性卷軸60%卷軸,250,85000,100000,140000,+1.98%,2025-06-06
上衣力量卷軸100%卷軸,228,175000,200000,270000,-0.63%,2025-06-06
耳飾體力卷軸60%卷軸,224,125000,160000,220000,-2.80%,2025-06-06
鞋子速度卷軸60%卷軸,223,20000,40000,60000,+6.19%,2025-06-06
單手劍攻擊卷軸60%卷軸,211,35000,50000,80000,+1.50%,2025-06-06
披風幸運卷軸10%卷軸,211,170000,200000,210000,+0.87%,2025-06-06
神秘背包商城道具,210,710000,800000,850000,+2.74%,2025-06-06
套服幸運卷軸60%卷軸,209,3300000,3500000,3700000,-0.32%,2025-06-06
短劍攻擊卷軸10%卷軸,198,195000,300000,333333,+1.63%,2025-06-06
鞋子敏捷性卷軸60%卷軸,198,40000,60000,80000,-2.64%,2025-06-06
手套敏捷性卷軸10%卷軸,191,29996,40000,55000,-3.15%,2025-06-06
套服智力卷軸60%卷軸,179,4500000,5000000,5500000,-1.14%,2025-06-06
披風體力卷軸60%卷軸,179,188888,200000,240000,-0.25%,2025-06-06
枯木樹液消耗品,179,23000,30000,32000,+3.01%,2025-06-06
披風敏捷性卷軸100%卷軸,175,230000,300000,320000,+0.50%,2025-06-06
食人花的花蜜其他,171,750000,850000,950000,+3.09%,2025-06-06
上衣體力卷軸10%卷軸,170,27500,40000,56000,-5.22%,2025-06-06
弓攻擊卷軸10%卷軸,166,130000,200000,230000,-2.00%,2025-06-06
槍命中卷軸10%卷軸,160,7500,10000,17000,-5.18%,2025-06-06
矛攻擊卷軸60%卷軸,158,8888,26000,45000,+2.95%,2025-06-06
套服幸運卷軸100%卷軸,153,1200000,1400000,1600000,-0.53%,2025-06-06
盾牌力量卷軸60%卷軸,150,99000,140000,160000,+8.01%,2025-06-06
雙手劍攻擊卷軸60%卷軸,149,35000,49999,55000,+2.59%,2025-06-06
單手棍命中卷軸60%卷軸,148,19999,30000,40000,-11.40%,2025-06-06
矛命中卷軸60%卷軸,142,48000,70000,100000,-0.65%,2025-06-06
飄雪結晶商城道具,142,57000,60000,61000,+0.99%,2025-06-06
盾牌幸運卷軸10%卷軸,138,420000,500000,530000,+1.49%,2025-06-06
盾牌生命卷軸60%卷軸,138,735000,800000,900000,-2.87%,2025-06-06
酋長的地契其他,134,220000,280000,333333,+3.49%,2025-06-06
上衣體力卷軸60%卷軸,122,249999,290000,320000,-4.65%,2025-06-06
披風力量卷軸100%卷軸,122,120000,150000,200000,-5.89%,2025-06-06
披風幸運卷軸100%卷軸,121,250000,350000,450000,+3.30%,2025-06-06
金飛鏢裝備,116,599998,900000,1300000,-20.53%,2025-06-06
鞋子敏捷性卷軸10%卷軸,116,34888,47500,55000,-1.75%,2025-06-06
頭盔體力卷軸10%卷軸,112,35000,50000,56666,-1.19%,2025-06-06
盾牌生命卷軸10%卷軸,110,220000,280000,330000,-3.38%,2025-06-06
耳飾體力卷軸10%卷軸,110,90000,120000,180000,-8.74%,2025-06-06
詛咒娃娃其他,110,75,100,170,+0.61%,2025-06-06
下衣體力卷軸60%卷軸,106,369999,430000,480000,+0.78%,2025-06-06
鞋子移動速度卷軸60%卷軸,102,24999,30000,45000,-5.91%,2025-06-06
肥肥頭其他,101,20000,30000,40000,-1.49%,2025-06-06
套服智力卷軸100%卷軸,100,1850000,2000000,2200000,+0.12%,2025-06-06
披風智力卷軸100%卷軸,99,85000,100000,100000,-0.33%,2025-06-06
長杖魔力卷軸10%卷軸,94,270000,300000,380000,+5.85%,2025-06-06
手槍攻擊力卷軸10%卷軸,88,180000,200000,280000,+3.49%,2025-06-06
土飛鏢裝備,87,6500000,7500000,8750000,-8.20%,2025-06-06
耳環生命卷軸60%卷軸,78,150000,250000,329999,-3.33%,2025-06-06
上衣力量卷軸60%卷軸,74,1380000,1699999,1800000,-2.13%,2025-06-06
高級瞬移之石商城道具,74,120000,120000,128000,+1.35%,2025-06-06
指虎攻擊卷軸10%卷軸,72,7000,10000,10000,+0.66%,2025-06-06
盾牌防禦卷軸60%卷軸,69,2000,7000,10000,-9.79%,2025-06-06
耳飾敏捷卷軸100%卷軸,69,3199997,3800000,4200000,-5.67%,2025-06-06
黑暗水晶其他,69,310000,500000,650000,-18.97%,2025-06-06
短杖魔力卷軸10%卷軸,68,245000,400000,450000,+6.53%,2025-06-06
馬堤安的觸角其他,68,250,400,600,-3.89%,2025-06-06
槍攻擊卷軸10%卷軸,66,25000,49999,60000,+1.80%,2025-06-06
套服幸運卷軸10%卷軸,65,800000,1200000,1666666,+9.82%,2025-06-06
單手棍攻擊卷軸60%卷軸,63,1000,10000,20000,+7.16%,2025-06-06
頭盔防禦卷軸60%卷軸,63,1000,5000,10000,+12.85%,2025-06-06
黑暗母礦其他,62,24999,30000,35000,-5.32%,2025-06-06
褲裙跳躍卷軸60%卷軸,60,25000,40000,50000,+10.15%,2025-06-06
指虎命中卷軸60%卷軸,58,15000,25000,35000,+0.82%,2025-06-06
盾牌生命卷軸100%卷軸,55,99999,200000,300000,+15.40%,2025-06-06
鋼鐵母礦其他,55,3500,5000,7000,+16.85%,2025-06-06
套服智力卷軸10%卷軸,54,1100000,1650000,2000000,+13.39%,2025-06-06
雙手斧攻擊卷軸60%卷軸,54,5000,15000,35000,-4.88%,2025-06-06
SP初始化卷軸商城道具,53,900000,1200000,1300000,+1.94%,2025-06-06
頭盔敏捷性卷軸60%卷軸,53,4900000,7300000,8000000,+10.80%,2025-06-06
手套攻擊卷軸60%卷軸,1127,1450000,1599999,1650000,+0.23%,2025-06-07
拳套攻擊卷軸60%卷軸,956,350000,450000,550000,+3.74%,2025-06-07
盾牌幸運卷軸60%卷軸,851,1250000,1350000,1450000,-1.24%,2025-06-07
耳飾幸運卷軸10%卷軸,740,175000,230000,270000,+3.52%,2025-06-07
手槍攻擊力卷軸60%卷軸,693,210000,250000,320000,+2.15%,2025-06-07
短杖魔力卷軸60%卷軸,632,195000,250000,290000,+3.04%,2025-06-07
短劍攻擊卷軸60%卷軸,601,579999,600000,670000,+0.70%,2025-06-07
披風智力卷軸60%卷軸,596,450000,550000,650000,+1.10%,2025-06-07
套服敏捷卷軸60%卷軸,584,780000,900000,1050000,+4.62%,2025-06-07
弓攻擊卷軸60%卷軸,583,180000,200000,260000,-1.77%,2025-06-07
長杖魔力卷軸60%卷軸,572,249998,300000,380000,+3.77%,2025-06-07
披風敏捷性卷軸60%卷軸,569,1550000,1650000,1750000,+0.66%,2025-06-07
槍命中卷軸60%卷軸,528,90000,130000,170000,+4.62%,2025-06-07
頭盔智力卷軸100%卷軸,525,188888,250000,280000,-0.72%,2025-06-07
鞋子跳躍卷軸10%卷軸,505,179999,220000,270000,+0.80%,2025-06-07
披風幸運卷軸60%卷軸,493,1170000,1200000,1280000,+0.10%,2025-06-07
耳環智力卷軸60%卷軸,491,810000,900000,980000,+0.95%,2025-06-07
拳套攻擊卷軸10%卷軸,458,425000,480000,525000,+0.11%,2025-06-07
耳飾幸運卷軸100%卷軸,442,466666,550000,600000,-2.53%,2025-06-07
頭盔敏捷性卷軸100%卷軸,432,390000,400000,440000,-0.04%,2025-06-07
雙手劍命中卷軸60%卷軸,402,35000,67998,95000,-0.71%,2025-06-07
弩攻擊卷軸60%卷軸,390,28000,40000,55555,-0.63%,2025-06-07
披風力量卷軸60%卷軸,388,850000,950000,1000000,-0.23%,2025-06-07
鞋子跳躍卷軸60%卷軸,385,600000,700000,800000,+4.22%,2025-06-07
槍攻擊卷軸60%卷軸,355,89999,100000,130000,+1.79%,2025-06-07
套服敏捷卷軸10%卷軸,348,249999,300000,380000,+4.21%,2025-06-07
手套攻擊卷軸100%卷軸,338,350000,450000,550000,-3.40%,2025-06-07
上衣幸運卷軸100%卷軸,325,330000,399999,425000,-1.24%,2025-06-07
盾牌幸運卷軸100%卷軸,291,370000,450000,520000,-7.01%,2025-06-07
手套敏捷性卷軸60%卷軸,288,85000,100000,140000,-0.32%,2025-06-07
頭盔體力卷軸60%卷軸,284,329999,400000,420000,+1.47%,2025-06-07
上衣力量卷軸100%卷軸,275,178888,200000,270000,-2.80%,2025-06-07
披風幸運卷軸10%卷軸,255,170000,200000,210000,+0.99%,2025-06-07
指虎攻擊卷軸60%卷軸,253,18000,30000,48000,+9.35%,2025-06-07
耳飾體力卷軸60%卷軸,237,125000,150000,220000,-5.58%,2025-06-07
鞋子速度卷軸60%卷軸,230,20000,40000,60000,+4.00%,2025-06-07
套服幸運卷軸60%卷軸,226,3349997,3500000,3600000,-0.61%,2025-06-07
手套攻擊卷軸10%卷軸,222,725000,800000,825000,+0.61%,2025-06-07
單手劍攻擊卷軸60%卷軸,219,39999,50000,80000,-0.83%,2025-06-07
手套敏捷性卷軸10%卷軸,219,29996,40000,55000,+1.93%,2025-06-07
鞋子敏捷性卷軸60%卷軸,217,40000,60000,80000,-2.23%,2025-06-07
披風體力卷軸60%卷軸,210,189999,200000,230000,-0.77%,2025-06-07
神秘背包商城道具,203,750000,800000,880000,+2.70%,2025-06-07
披風敏捷性卷軸100%卷軸,188,230000,300000,320000,-0.38%,2025-06-07
上衣體力卷軸10%卷軸,181,27500,40000,56000,-2.90%,2025-06-07
槍命中卷軸10%卷軸,176,7500,10000,17000,-2.78%,2025-06-07
枯木樹液消耗品,175,23000,30000,32000,+4.18%,2025-06-07
套服智力卷軸60%卷軸,174,4600000,5000000,5400000,-0.18%,2025-06-07
雙手劍攻擊卷軸60%卷軸,173,35000,49999,55000,+1.42%,2025-06-07
食人花的花蜜其他,173,750000,850000,950000,+4.00%,2025-06-07
矛攻擊卷軸60%卷軸,171,10999,30000,48888,+5.02%,2025-06-07
短劍攻擊卷軸10%卷軸,171,230000,300000,320000,+0.17%,2025-06-07
套服幸運卷軸100%卷軸,170,1200000,1400000,1600000,+1.76%,2025-06-07
單手棍命中卷軸60%卷軸,164,19999,30000,40000,-11.25%,2025-06-07
盾牌力量卷軸60%卷軸,161,99999,140000,160000,+3.63%,2025-06-07
酋長的地契其他,159,210000,299999,350000,+5.82%,2025-06-07
飄雪結晶商城道具,156,58000,60000,64000,+3.98%,2025-06-07
長杖魔力卷軸10%卷軸,155,249999,300000,450000,+15.82%,2025-06-07
上衣體力卷軸60%卷軸,140,220000,290000,330000,-3.24%,2025-06-07
弓攻擊卷軸10%卷軸,135,170000,200000,210000,+1.86%,2025-06-07
盾牌生命卷軸10%卷軸,135,200000,270000,330000,-6.19%,2025-06-07
手槍攻擊力卷軸10%卷軸,132,140000,230000,310000,+2.14%,2025-06-07
披風幸運卷軸100%卷軸,126,230000,350000,450000,+3.71%,2025-06-07
金飛鏢裝備,126,500000,800000,1350000,-19.82%,2025-06-07
鞋子敏捷性卷軸10%卷軸,126,34888,50000,55000,+3.49%,2025-06-07
鞋子移動速度卷軸60%卷軸,125,24999,30000,45000,-8.03%,2025-06-07
頭盔體力卷軸10%卷軸,124,34000,50000,56666,-3.29%,2025-06-07
矛命中卷軸60%卷軸,123,48000,70000,90000,+6.36%,2025-06-07
下衣體力卷軸60%卷軸,122,369999,430000,480000,+2.57%,2025-06-07
耳飾體力卷軸10%卷軸,120,90000,120000,150000,-6.19%,2025-06-07
盾牌幸運卷軸10%卷軸,113,470000,500000,520000,+0.31%,2025-06-07
盾牌生命卷軸60%卷軸,111,770000,800000,800000,-0.19%,2025-06-07
肥肥頭其他,109,20000,30000,40000,+3.04%,2025-06-07
披風智力卷軸100%卷軸,103,85000,100000,100000,+0.87%,2025-06-07
披風力量卷軸100%卷軸,101,130000,150000,175000,-1.43%,2025-06-07
詛咒娃娃其他,101,75,100,170,+0.72%,2025-06-07
上衣力量卷軸60%卷軸,96,1380000,1650000,1800000,-2.53%,2025-06-07
土飛鏢裝備,94,6499998,7499999,8500000,-9.50%,2025-06-07
高級瞬移之石商城道具,84,120000,120000,128000,+0.76%,2025-06-07
馬堤安的觸角其他,81,270,400,600,-1.35%,2025-06-07
套服智力卷軸100%卷軸,80,1988888,2000000,2050000,+0.04%,2025-06-07
盾牌防禦卷軸60%卷軸,80,2000,7000,10000,+5.36%,2025-06-07
指虎攻擊卷軸10%卷軸,79,7000,10000,10000,+1.34%,2025-06-07
耳飾敏捷卷軸100%卷軸,78,3200000,3799999,4200000,-4.35%,2025-06-07
套服力量卷軸100%卷軸,76,39999,75000,100000,+7.99%,2025-06-07
套服幸運卷軸10%卷軸,76,800000,1300000,1666666,+10.77%,2025-06-07
短杖魔力卷軸10%卷軸,76,210000,400000,500000,+9.10%,2025-06-07
黑暗水晶其他,72,310000,500000,650000,-7.50%,2025-06-07
耳環生命卷軸60%卷軸,71,190000,250000,300000,-9.70%,2025-06-07
頭盔防禦卷軸60%卷軸,68,1000,5000,10000,-0.93%,2025-06-07
鋼鐵母礦其他,67,4000,5500,7000,+10.50%,2025-06-07
指虎命中卷軸60%卷軸,64,15000,25000,30000,-5.45%,2025-06-07
槍攻擊卷軸10%卷軸,64,35000,49999,55000,+1.39%,2025-06-07
單手棍攻擊卷軸60%卷軸,61,2999,10000,20000,+1.52%,2025-06-07
頭盔智力卷軸60%卷軸,61,2800000,3300000,3800000,+0.21%,2025-06-07
敏捷母礦其他,60,34000,45000,57000,+0.34%,2025-06-07
單手劍攻擊卷軸10%卷軸,58,15000,28000,35000,+2.65%,2025-06-07
雙手斧攻擊卷軸60%卷軸,58,5000,15000,35000,-0.52%,2025-06-07
褲裙跳躍卷軸60%卷軸,57,35000,45000,50000,+2.75%,2025-06-07
SP初始化卷軸商城道具,56,900000,1200000,1300000,+6.67%,2025-06-07
手套攻擊卷軸60%卷軸,1177,1450000,1599999,1650000,+0.03%,2025-06-08
盾牌幸運卷軸60%卷軸,895,1250000,1300000,1450000,-1.15%,2025-06-08
拳套攻擊卷軸60%卷軸,858,395000,450000,530000,+2.60%,2025-06-08
披風幸運卷軸60%卷軸,805,1150000,1200000,1350000,+1.07%,2025-06-08
耳飾幸運卷軸10%卷軸,775,175000,230000,270000,+2.92%,2025-06-08
披風敏捷性卷軸60%卷軸,750,1550000,1700000,1800000,+2.31%,2025-06-08
手槍攻擊力卷軸60%卷軸,715,225000,260000,320000,-0.56%,2025-06-08
披風智力卷軸60%卷軸,648,450000,550000,650000,+1.91%,2025-06-08
短劍攻擊卷軸60%卷軸,622,579999,600000,670000,-0.01%,2025-06-08
套服敏捷卷軸60%卷軸,596,849999,950000,1050000,+3.15%,2025-06-08
弓攻擊卷軸60%卷軸,596,175000,200000,270000,+0.88%,2025-06-08
耳環智力卷軸60%卷軸,552,810000,900000,990000,+1.10%,2025-06-08
頭盔智力卷軸100%卷軸,544,180000,240000,270000,-1.60%,2025-06-08
長杖魔力卷軸60%卷軸,529,260000,300000,380000,+2.21%,2025-06-08
槍命中卷軸60%卷軸,517,90000,130000,170000,-1.23%,2025-06-08
短杖魔力卷軸60%卷軸,500,210000,250000,275000,-0.14%,2025-06-08
鞋子跳躍卷軸10%卷軸,500,179999,220000,270000,+0.31%,2025-06-08
拳套攻擊卷軸10%卷軸,490,425000,490000,525000,+2.82%,2025-06-08
披風力量卷軸60%卷軸,433,850000,950000,1000001,+1.54%,2025-06-08
頭盔敏捷性卷軸100%卷軸,426,390000,400000,430000,+0.04%,2025-06-08
雙手劍命中卷軸60%卷軸,401,35000,70000,95000,+4.08%,2025-06-08
弩攻擊卷軸60%卷軸,386,28000,40000,55555,-3.76%,2025-06-08
耳飾幸運卷軸100%卷軸,380,480000,520000,570000,+1.07%,2025-06-08
槍攻擊卷軸60%卷軸,377,90000,100000,130000,+0.51%,2025-06-08
鞋子跳躍卷軸60%卷軸,367,580000,700000,850000,+6.98%,2025-06-08
上衣幸運卷軸100%卷軸,352,330000,380000,420000,-2.42%,2025-06-08
手套敏捷性卷軸60%卷軸,328,85000,100000,140000,-3.81%,2025-06-08
手套攻擊卷軸100%卷軸,325,350000,450000,550000,-5.60%,2025-06-08
頭盔體力卷軸60%卷軸,323,328000,400000,420000,+1.01%,2025-06-08
套服敏捷卷軸10%卷軸,308,274999,300000,370000,+0.01%,2025-06-08
短劍攻擊卷軸10%卷軸,268,200000,300000,400000,+9.87%,2025-06-08
指虎攻擊卷軸60%卷軸,257,18000,30000,45000,+6.66%,2025-06-08
套服幸運卷軸60%卷軸,249,3350000,3500000,3550000,-0.06%,2025-06-08
手套攻擊卷軸10%卷軸,247,725000,800000,825000,+0.83%,2025-06-08
耳飾體力卷軸60%卷軸,243,135000,150000,200000,-3.24%,2025-06-08
披風幸運卷軸10%卷軸,238,189999,200000,205000,-0.12%,2025-06-08
